workbook,view,tema,ladefe_url,status,download_url,final_url,http_status,content_type,content_disposition,bytes,package_type,twb_count,hyper_count
7_3aMortalidadadolescenteTasas,DHBEvolucinTemporal,adolescencia,https://ladefe.gob.ar/monitoreo/adolescencia/mortalidad-adolescente/tasa-de-mortalidad-adolescente/,ok,https://public.tableau.com/workbooks/7_3aMortalidadadolescenteTasas.twb,https://public.tableau.com/workbooks/7_3aMortalidadadolescenteTasas.twb,200,application/x-twb,"attachment; filename=""workbook""",4594864,twbx_zip,1,1
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,adolescencia,https://ladefe.gob.ar/monitoreo/adolescencia/mortalidad-adolescente/causas-de-muerte-adolescente/principales-causas-de-muerte-adolescente/,ok,https://public.tableau.com/workbooks/7_3bMortalidadadolescenteCausas.twb,https://public.tableau.com/workbooks/7_3bMortalidadadolescenteCausas.twb,200,application/x-twb,"attachment; filename=""workbook""",4595178,twbx_zip,1,1
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,adolescencia,https://ladefe.gob.ar/monitoreo/adolescencia/mortalidad-adolescente/causas-de-muerte-adolescente/foco-en-las-defunciones-por-causas-externas/todas-las-causas-externas/,ok,https://public.tableau.com/workbooks/7_3cMortalidadadolescenteCausasexternas.twb,https://public.tableau.com/workbooks/7_3cMortalidadadolescenteCausasexternas.twb,200,application/x-twb,"attachment; filename=""workbook""",4596388,twbx_zip,1,1
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,adolescencia,https://ladefe.gob.ar/monitoreo/adolescencia/mortalidad-adolescente/causas-de-muerte-adolescente/foco-en-las-defunciones-por-causas-externas/accidentes/,ok,https://public.tableau.com/workbooks/7_3dMortalidadadolescenteAccidentes.twb,https://public.tableau.com/workbooks/7_3dMortalidadadolescenteAccidentes.twb,200,application/x-twb,"attachment; filename=""workbook""",4594988,twbx_zip,1,1
7_3eMortalidadadolescenteSuicidios,DHBEvolucinTemporal,adolescencia,https://ladefe.gob.ar/monitoreo/adolescencia/mortalidad-adolescente/causas-de-muerte-adolescente/foco-en-las-defunciones-por-causas-externas/suicidios/,ok,https://public.tableau.com/workbooks/7_3eMortalidadadolescenteSuicidios.twb,https://public.tableau.com/workbooks/7_3eMortalidadadolescenteSuicidios.twb,200,application/x-twb,"attachment; filename=""workbook""",4844392,twbx_zip,1,1
7_4Becasprogresar,DHBEvolucinTemporal,adolescencia,https://ladefe.gob.ar/monitoreo/adolescencia/becas-progresar/,ok,https://public.tableau.com/workbooks/7_4Becasprogresar.twb,https://public.tableau.com/workbooks/7_4Becasprogresar.twb,200,application/x-twb,"attachment; filename=""workbook""",4557693,twbx_zip,1,1
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,grupos-prioritarios,https://ladefe.gob.ar/monitoreo/grupos-prioritarios/nnya-con-discapacidad/nnya-con-cud-y-acceso-a-seguridad-social/,ok,https://public.tableau.com/workbooks/8_1aNNyAdiscapacidadCUD_SS.twb,https://public.tableau.com/workbooks/8_1aNNyAdiscapacidadCUD_SS.twb,200,application/x-twb,"attachment; filename=""workbook""",4571735,twbx_zip,1,1
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,grupos-prioritarios,https://ladefe.gob.ar/monitoreo/grupos-prioritarios/nnya-con-discapacidad/caracterizacion-de-nnya-con-cud-2023/,ok,https://public.tableau.com/workbooks/8_1bNNyAdiscapacidadCaracteristicasCUD.twb,https://public.tableau.com/workbooks/8_1bNNyAdiscapacidadCaracteristicasCUD.twb,200,application/x-twb,"attachment; filename=""workbook""",4558085,twbx_zip,1,1
8_1cNNyAdiscapacidadCaracteristicasurbanos,DHBEvolucinTemporal,grupos-prioritarios,https://ladefe.gob.ar/monitoreo/grupos-prioritarios/nnya-con-discapacidad/caracterizacion-de-nnya-urbanos-con-discapacidad-2018/,ok,https://public.tableau.com/workbooks/8_1cNNyAdiscapacidadCaracteristicasurbanos.twb,https://public.tableau.com/workbooks/8_1cNNyAdiscapacidadCaracteristicasurbanos.twb,200,application/x-twb,"attachment; filename=""workbook""",4557966,twbx_zip,1,1
8_2NNyAindgenas,DHBEvolucinTemporal,grupos-prioritarios,https://ladefe.gob.ar/monitoreo/grupos-prioritarios/nnya-indigenas/,ok,https://public.tableau.com/workbooks/8_2NNyAindgenas.twb,https://public.tableau.com/workbooks/8_2NNyAindgenas.twb,200,application/x-twb,"attachment; filename=""workbook""",4565287,twbx_zip,1,1
8_3aNNyAmigrantes_Losmigrantesenloscensosnacionales,DHBEvolucinTemporal,grupos-prioritarios,https://ladefe.gob.ar/monitoreo/grupos-prioritarios/nnya-migrante/migrantes-en-los-censos/,ok,https://public.tableau.com/workbooks/8_3aNNyAmigrantes_Losmigrantesenloscensosnacionales.twb,https://public.tableau.com/workbooks/8_3aNNyAmigrantes_Losmigrantesenloscensosnacionales.twb,200,application/x-twb,"attachment; filename=""workbook""",4595044,twbx_zip,1,1
8_3bNNyAmigrantes_Losmigrantesenlasreasurbanas,DHBEvolucinTemporal,grupos-prioritarios,https://ladefe.gob.ar/monitoreo/grupos-prioritarios/nnya-migrante/migrantes-en-areas-urbanas-ephu/,ok,https://public.tableau.com/workbooks/8_3bNNyAmigrantes_Losmigrantesenlasreasurbanas.twb,https://public.tableau.com/workbooks/8_3bNNyAmigrantes_Losmigrantesenlasreasurbanas.twb,200,application/x-twb,"attachment; filename=""workbook""",4595456,twbx_zip,1,1
8_3cNNyAmigrantes_Losmigrantesenlosregistrosadministrativos,DHBEvolucinTemporal,grupos-prioritarios,https://ladefe.gob.ar/monitoreo/grupos-prioritarios/nnya-migrante/migrantes-en-los-registros-administrativos/,ok,https://public.tableau.com/workbooks/8_3cNNyAmigrantes_Losmigrantesenlosregistrosadministrativos.twb,https://public.tableau.com/workbooks/8_3cNNyAmigrantes_Losmigrantesenlosregistrosadministrativos.twb,200,application/x-twb,"attachment; filename=""workbook""",4595922,twbx_zip,1,1
